id,name,full_name,url,description,last_updated,flavors,curse_id,wago_id,wowi_id,has_release_json,last_seen,downloads,release_count
206651148,AuctionBuddy,MarcLF/AuctionBuddy,https://github.com/MarcLF/AuctionBuddy,Auction house addon for World of Warcraft,2024-07-06T20:05:31Z,cata,336627,,,True,2026-04-05T23:28:23Z,4910,47
850059789,LanguageDisplay,Marechoux/LanguageDisplay,https://github.com/Marechoux/LanguageDisplay,,2026-03-25T16:10:38Z,mainline,305315,,,True,2026-04-05T23:28:23Z,106,12
642846191,Octo_ToDo,Maslengo/Octo_ToDo,https://github.com/Maslengo/Octo_ToDo,,2026-04-05T00:19:08Z,mainline,1405495,4N2mBVGL,,True,2026-04-05T23:28:23Z,85,58
1175717192,WoW-PadleyUI,MattressPadley/WoW-PadleyUI,https://github.com/MattressPadley/WoW-PadleyUI,,2026-03-12T06:44:15Z,mainline,,,,True,2026-04-05T23:28:23Z,15,3
539106195,WoW-AutoCombatLog,MaximeBrean/WoW-AutoCombatLog,https://github.com/MaximeBrean/WoW-AutoCombatLog,,2023-01-21T16:14:40Z,wrath,,,,True,2026-04-05T23:28:23Z,7242,2
831078015,DeviceLayoutPreset,McTalian-WoW-Addons/DeviceLayoutPreset,https://github.com/McTalian-WoW-Addons/DeviceLayoutPreset,An addon for World of Warcraft to make playing on different devices a little easier.,2026-03-14T00:40:11Z,mainline,1066901,kGr0Ar6y,26777,True,2026-04-05T23:28:23Z,4323,23
1018752197,TokenTransmogTooltips,McTalian-WoW-Addons/TokenTransmogTooltips,https://github.com/McTalian-WoW-Addons/TokenTransmogTooltips,,2026-03-14T01:11:44Z,mainline,1308934,,,True,2026-04-05T23:28:23Z,407,15
1097221058,BeaconUnitFrames,McTalian/BeaconUnitFrames,https://github.com/McTalian/BeaconUnitFrames,,2026-02-21T07:55:19Z,mainline,1403133,n6VPoOGd,26998,True,2026-04-05T23:28:23Z,26,4
1151094497,Endeavoring,McTalian/Endeavoring,https://github.com/McTalian/Endeavoring,,2026-03-16T13:53:35Z,mainline,1461872,ZKbxy9N1,27047,True,2026-04-05T23:28:23Z,18,9
924490412,wow-build-tools,McTalian/wow-build-tools,https://github.com/McTalian/wow-build-tools,,2026-03-12T20:54:33Z,,,,,False,2026-04-05T23:28:23Z,321,74
1167779173,MedaAuras,Medalink/MedaAuras,https://github.com/Medalink/MedaAuras,A World of Warcraft addon that re-creates some useful weakauras.,2026-03-24T16:48:28Z,mainline,1472556,mKODAEGx,,True,2026-04-05T23:28:23Z,29,23
1143066431,MedaBinds,Medalink/MedaBinds,https://github.com/Medalink/MedaBinds,,2026-03-04T18:01:23Z,mainline,1447056,bGoy5Y60,,True,2026-04-05T23:28:23Z,12,4
1050689737,mtracks,Medalink/mtracks,https://github.com/Medalink/mtracks,World of Warcraft addon to track LFG stats,2025-09-04T19:55:06Z,mainline,,96dolXNO,,True,2026-04-05T23:28:23Z,220,1
558845205,AddonLocale,Meorawr/AddonLocale,https://github.com/Meorawr/AddonLocale,World of Warcraft addon that allows configuring a custom client locale to be respected by addons that use AceLocale.,2026-01-24T13:25:59Z,"mainline,vanilla,mists",694919,nQN5v36B,26439,True,2026-04-05T23:28:23Z,278,20
621334322,LibDBCompartment,Meorawr/LibDBCompartment,https://github.com/Meorawr/LibDBCompartment,Library for handling integration into Blizzards' minimap addon compartment.,2025-10-18T22:49:06Z,"mainline,vanilla,mists",844143,QN5mDvNB,26567,True,2026-04-05T23:28:23Z,246,18
403309533,LibFrameFade,Meorawr/LibFrameFade,https://github.com/Meorawr/LibFrameFade,World of Warcraft library that attempts to fix UIFrameFade taint.,2024-09-07T23:57:10Z,"mainline,vanilla,cata",523855,e56nRD69,26143,True,2026-04-05T23:28:23Z,1128,14
534381129,TextureAtlasViewer,Meorawr/TextureAtlasViewer,https://github.com/Meorawr/TextureAtlasViewer,,2026-01-20T17:12:10Z,"titan,mainline,vanilla,tbc,mists",348853,,25415,True,2026-04-05T23:28:23Z,39,20
403342598,ElvUI_MerathilisUI,Merathilis/ElvUI_MerathilisUI,https://github.com/Merathilis/ElvUI_MerathilisUI,MerathilisUI is an external ElvUI Mod. It adds some usefull and probably not some usefull (lol) additions to ElvUI.,2026-03-26T10:30:18Z,mainline,97589,VBNBZVNx,24117,True,2026-04-05T23:28:23Z,122748,228
373567830,HideBattleNetFriends,Metalhearf/HideBattleNetFriends,https://github.com/Metalhearf/HideBattleNetFriends,"HideBattleNetFriends hides Battle.net (Real ID and BattleTag) friends from the in-game friends list. Useful for streamers or content creators that don't want to remove the ""Real ID"" option from their account when sharing moments of the game, while also protecting their friend's privacy.",2026-04-03T15:24:02Z,"mainline,vanilla,tbc,mists",490332,,,False,2026-04-05T23:28:23Z,1,1
855762918,GuildWishlistTools,Metsu-wow/GuildWishlistTools,https://github.com/Metsu-wow/GuildWishlistTools,,2024-09-13T08:32:54Z,mainline,1100874,E6gL3DK1,,True,2026-04-05T23:28:23Z,79,2
572408437,Copybara,MickeyPickey/Copybara,https://github.com/MickeyPickey/Copybara,World of Warcraft Addon for chat settings copying,2023-09-06T12:12:23Z,"mainline,vanilla,wrath",715273,,,True,2026-04-05T23:28:23Z,4972,3
284885319,TrackEverything,MickeyPickey/TrackEverything,https://github.com/MickeyPickey/TrackEverything," World of Warcraft Classic addon that helps you to handle tracking abilities.",2023-09-06T12:23:39Z,"vanilla,wrath",399326,,,True,2026-04-05T23:28:23Z,4188,41
1181950075,wow_auto_dungeon_waypoint,MikeO7/wow_auto_dungeon_waypoint,https://github.com/MikeO7/wow_auto_dungeon_waypoint,,2026-04-03T21:47:19Z,mainline,1486357,,,True,2026-04-05T23:28:23Z,9,78
47267471,GW2_UI,Mortalknight/GW2_UI,https://github.com/Mortalknight/GW2_UI,g,2026-03-27T14:19:16Z,"mainline,vanilla,tbc,mists",94310,Mj6jXpGR,,True,2026-04-05T23:28:23Z,191522,596
325486223,RecklessAbandon,MotherGinger/RecklessAbandon,https://github.com/MotherGinger/RecklessAbandon,A WoW addon for quickly (and recklessly) abandoning quests,2026-03-09T04:01:29Z,"mainline,vanilla,tbc,mists",,,,False,2026-04-05T23:28:23Z,3939,78
331506095,RecklessAbandon-Classic,MotherGinger/RecklessAbandon-Classic,https://github.com/MotherGinger/RecklessAbandon-Classic,A WoW Classic addon for quickly (and recklessly) abandoning quests,2025-02-26T01:23:16Z,cata,,,,False,2026-04-05T23:28:23Z,653,50
689806132,HardcoreCongrats,Mouchoir/HardcoreCongrats,https://github.com/Mouchoir/HardcoreCongrats,World of Warcraft Hardcore automatic congratulation addon,2023-09-17T03:24:41Z,,,,,False,2026-04-05T23:28:23Z,49,3
933023855,MrMythicalAddon,Mr-Mythical/MrMythicalAddon,https://github.com/Mr-Mythical/MrMythicalAddon,,2026-04-05T00:00:14Z,mainline,1200437,kNMdrZGz,,True,2026-04-05T23:28:23Z,266,204
1009336087,MrMythicalLeaderboard,Mr-Mythical/MrMythicalLeaderboard,https://github.com/Mr-Mythical/MrMythicalLeaderboard,Shows the top Mythic+ runs from Raider.IO with keystone tooltips,2026-04-05T18:00:19Z,mainline,1295509,4N2mZ4GL,,True,2026-04-05T23:28:23Z,952,1019
997681881,Relaod,Mr-Mythical/Relaod,https://github.com/Mr-Mythical/Relaod,Small World of Warcraft addon that adds additional commands to reload the game,2026-02-25T05:04:15Z,"mainline,vanilla,mists",1281677,ZKbeLR61,,True,2026-04-05T23:28:23Z,90,25
298605892,ZurichoUI,MrExillion/ZurichoUI,https://github.com/MrExillion/ZurichoUI,,2020-12-16T21:53:03Z,mainline,,,,False,2026-04-05T23:28:23Z,54,4
192669773,minarch,MrFox42/minarch,https://github.com/MrFox42/minarch,Minimal Archaeology addon for World of Warcraft,2026-02-23T10:21:10Z,"mainline,cata,mists",28160,nGvpwe6x,,False,2026-04-05T23:28:23Z,20718,128
82018364,Project_Molevia,MtechnikX/Project_Molevia,https://github.com/MtechnikX/Project_Molevia,Added Files,2017-02-24T05:50:19Z,,,,,False,2026-04-05T23:28:23Z,71,2
422442943,SEquipment,MuYuehe/SEquipment,https://github.com/MuYuehe/SEquipment,"Equipment observation plug-in, currently only supports simplified Chinese",2023-06-08T04:05:03Z,mainline,542475,,,True,2026-04-05T23:28:23Z,281,10
840006260,MyBags,MyGamesDevelopmentAcc/MyBags,https://github.com/MyGamesDevelopmentAcc/MyBags,,2026-04-05T18:28:21Z,mainline,,,,True,2026-04-05T23:28:23Z,36788,160
559620430,MyDragonTargetFrames,MyGamesDevelopmentAcc/MyDragonTargetFrames,https://github.com/MyGamesDevelopmentAcc/MyDragonTargetFrames,,2026-02-21T12:08:07Z,mainline,,,,True,2026-04-05T23:28:23Z,1709,9
635463720,MyLibrary_GUI,MyGamesDevelopmentAcc/MyLibrary_GUI,https://github.com/MyGamesDevelopmentAcc/MyLibrary_GUI,,2026-02-24T21:18:44Z,mainline,,,,True,2026-04-05T23:28:23Z,1614,9
879264979,GuildNoteDisplay,Myrhial/GuildNoteDisplay,https://github.com/Myrhial/GuildNoteDisplay,An addon for World of Warcraft that displays the guild note of a character when the character talks,2026-02-19T22:29:19Z,mainline,1134192,jK8XqXKy,,True,2026-04-05T23:28:23Z,100,14
325152469,MrBigglesworthDeath,Myrroddin/MrBigglesworthDeath,https://github.com/Myrroddin/MrBigglesworthDeath,Prints to chat who killed Kel'Thuzad's cat in Naxxramas,2026-03-14T01:46:37Z,"titan,mainline,vanilla,tbc,mists",17919,lQNlL8Ne,13033,True,2026-04-05T23:28:23Z,914,50
337724656,adibags-archaeology,Myrroddin/adibags-archaeology,https://github.com/Myrroddin/adibags-archaeology,,2024-02-19T20:17:46Z,mainline,275546,RqGZxb6d,24455,True,2026-04-05T23:28:23Z,9053,24
334821368,adibags-hearthstones,Myrroddin/adibags-hearthstones,https://github.com/Myrroddin/adibags-hearthstones,,2024-02-19T20:14:23Z,"mainline,vanilla,wrath",102083,25NRRwN3,24173,True,2026-04-05T23:28:23Z,69796,40
755969824,betterbags-archaeology,Myrroddin/betterbags-archaeology,https://github.com/Myrroddin/betterbags-archaeology,Adds Archaeology items to BetterBags virtual groups,2026-03-16T08:12:26Z,"mainline,mists",973935,j6jzag6R,26692,True,2026-04-05T23:28:23Z,727,10
755388665,betterbags-hearthstones,Myrroddin/betterbags-hearthstones,https://github.com/Myrroddin/betterbags-hearthstones,"Plugin module for World of Warcraft AddOn: BetterBags that sorts all items that provides ""hearthing"" mechanics",2026-03-16T10:10:52Z,"mainline,vanilla,tbc,mists",973173,QKywxnN7,26689,True,2026-04-05T23:28:23Z,1792,25
757109128,betterbags-secrets,Myrroddin/betterbags-secrets,https://github.com/Myrroddin/betterbags-secrets,Sorts items used for secrets into BetterBags virtual groups,2026-03-16T09:51:08Z,mainline,977170,mKOv9P6x,26694,True,2026-04-05T23:28:23Z,1844,16
403462547,elvui_progressive_databars_colours,Myrroddin/elvui_progressive_databars_colours,https://github.com/Myrroddin/elvui_progressive_databars_colours,"Customizable colours for ElvUI's databars (Azerite, Honor, Reputation, Experience)",2025-08-13T05:06:30Z,"mainline,vanilla,mists",280393,xZKxmqGk,24498,True,2026-04-05T23:28:23Z,1483,53
325275211,feedtillers,Myrroddin/feedtillers,https://github.com/Myrroddin/feedtillers,"LDB plugin showing which food each Tiller eats, quantity per day fed, and where to find each Tiller",2026-03-04T21:00:36Z,"mainline,mists",48246,LvNARp6o,21973,True,2026-04-05T23:28:23Z,716,34
325254303,hideminimapbutton,Myrroddin/hideminimapbutton,https://github.com/Myrroddin/hideminimapbutton,Hides the world map toggle button on the minimap,2025-11-10T11:47:05Z,mists,344084,Qb6mVyKP,25353,True,2026-04-05T23:28:23Z,1884,39
324694530,libaboutpanel-2.0,Myrroddin/libaboutpanel-2.0,https://github.com/Myrroddin/libaboutpanel-2.0,Scans an addon's .toc fields and displays them in the addon's options,2026-03-18T08:40:20Z,"titan,mainline,vanilla,tbc,mists",102269,ZQ6aya6W,25392,True,2026-04-05T23:28:23Z,1413,63
525703068,price-answer,Myrroddin/price-answer,https://github.com/Myrroddin/price-answer,Sends gold values of items in response to a trigger,2026-03-25T01:34:57Z,"mainline,vanilla,tbc,mists",661710,lQNlxYNe,26382,True,2026-04-05T23:28:23Z,526,53
326309342,repbyzone,Myrroddin/repbyzone,https://github.com/Myrroddin/repbyzone,World of Warcraft AddOn that switches your watched faction by the player's zone,2025-07-21T19:35:51Z,"mainline,vanilla,mists",348072,q96dZlGO,25407,True,2026-04-05T23:28:23Z,6614,95
325264421,sharedmedia-classicalfonts,Myrroddin/sharedmedia-classicalfonts,https://github.com/Myrroddin/sharedmedia-classicalfonts,Adds fonts to LibSharedMedia-3.0's list for WoW addons to use,2026-03-04T22:29:08Z,"titan,mainline,vanilla,tbc,mists",57737,kaNedMG2,22318,True,2026-04-05T23:28:23Z,3591,49
325237417,tradeskillmaster-string-converter,Myrroddin/tradeskillmaster-string-converter,https://github.com/Myrroddin/tradeskillmaster-string-converter,,2024-07-24T12:00:40Z,"mainline,vanilla,cata",311361,,24876,True,2026-04-05T23:28:23Z,4555,48
562797440,dialogkey-DF,N0ich/dialogkey-DF,https://github.com/N0ich/dialogkey-DF,,2026-01-26T23:52:34Z,"mainline,vanilla,wrath",,,,True,2026-04-05T23:28:23Z,53272,28
391627194,AdiBags_Bears_Alchemy,N6REJ/AdiBags_Bears_Alchemy,https://github.com/N6REJ/AdiBags_Bears_Alchemy,Automatically sort Alchemy reagents into categories.,2024-04-23T16:08:56Z,mainline,510274,baNDWpGo,,True,2026-04-05T23:28:23Z,13221,64
559163731,AdiBags_Bears_Battle_Pet_Items,N6REJ/AdiBags_Bears_Battle_Pet_Items,https://github.com/N6REJ/AdiBags_Bears_Battle_Pet_Items,Wow addon to short battle pet items into their own slots,2024-04-23T16:08:40Z,mainline,694806,WqKQW1Nx,,True,2026-04-05T23:28:23Z,17135,36
425717018,AdiBags_Bears_Blacksmithing,N6REJ/AdiBags_Bears_Blacksmithing,https://github.com/N6REJ/AdiBags_Bears_Blacksmithing,Automatically sorts reagents for blacksmithing,2024-04-23T16:08:41Z,mainline,545326,XrNkrwGa,,True,2026-04-05T23:28:23Z,7919,43
387546000,AdiBags_Bears_Cooking,N6REJ/AdiBags_Bears_Cooking,https://github.com/N6REJ/AdiBags_Bears_Cooking,Sorts cooking reagents into their own categories,2024-04-23T16:08:56Z,mainline,506378,WYK9Xl6L,,True,2026-04-05T23:28:23Z,13233,60
387618036,AdiBags_Bears_Enchanting,N6REJ/AdiBags_Bears_Enchanting,https://github.com/N6REJ/AdiBags_Bears_Enchanting,sorts Enchanting reagents into their own category.,2024-04-23T16:08:55Z,mainline,446515,Rn6VdEGd,,True,2026-04-05T23:28:23Z,13336,52
426743541,AdiBags_Bears_Engineering,N6REJ/AdiBags_Bears_Engineering,https://github.com/N6REJ/AdiBags_Bears_Engineering,Adibags engineering reagent bag sorting,2024-04-23T16:08:46Z,mainline,545962,0mKOOWKx,,True,2026-04-05T23:28:23Z,8447,36
387621514,AdiBags_Bears_Fishing,N6REJ/AdiBags_Bears_Fishing,https://github.com/N6REJ/AdiBags_Bears_Fishing,Opensource extension to World Of Warcraft for professions,2024-04-23T16:08:55Z,mainline,446518,JZKb8dN1,,True,2026-04-05T23:28:23Z,29997,46
568471423,AdiBags_Bears_Fishing_Items,N6REJ/AdiBags_Bears_Fishing_Items,https://github.com/N6REJ/AdiBags_Bears_Fishing_Items,WOW addon that sorts fishing items into their own category,2024-04-23T16:08:46Z,mainline,707898,yQKy7BN7,,True,2026-04-05T23:28:23Z,1163,21
567623114,AdiBags_Bears_Hearthstones,N6REJ/AdiBags_Bears_Hearthstones,https://github.com/N6REJ/AdiBags_Bears_Hearthstones,,2024-04-23T16:08:45Z,mainline,704934,R4N259GL,,True,2026-04-05T23:28:23Z,3363,21
387623306,AdiBags_Bears_Herbs,N6REJ/AdiBags_Bears_Herbs,https://github.com/N6REJ/AdiBags_Bears_Herbs,Adds category for Shadowlands herbs to AdiBags,2024-04-23T16:09:21Z,mainline,446519,qv63lDKb,,True,2026-04-05T23:28:23Z,19747,49
427158380,AdiBags_Bears_Inscription,N6REJ/AdiBags_Bears_Inscription,https://github.com/N6REJ/AdiBags_Bears_Inscription,Automatically sorts reagents for Inscription,2024-04-23T16:08:48Z,mainline,546354,anKW84GE,,True,2026-04-05T23:28:23Z,7879,39
391331211,AdiBags_Bears_Jewelcrafting,N6REJ/AdiBags_Bears_Jewelcrafting,https://github.com/N6REJ/AdiBags_Bears_Jewelcrafting,Sorts jewels for shadowlands,2024-04-23T16:08:45Z,mainline,446521,RBKpDrKE,,True,2026-04-05T23:28:23Z,9243,57
560091502,AdiBags_Bears_Keystones,N6REJ/AdiBags_Bears_Keystones,https://github.com/N6REJ/AdiBags_Bears_Keystones,,2024-04-23T16:08:51Z,mainline,695642,PANzx2K4,,True,2026-04-05T23:28:23Z,3601,19
425594839,AdiBags_Bears_Leatherworking,N6REJ/AdiBags_Bears_Leatherworking,https://github.com/N6REJ/AdiBags_Bears_Leatherworking,Sorts Leatherworking reagents into their own categories,2024-04-23T16:08:44Z,mainline,545215,WqKQk7Nx,,True,2026-04-05T23:28:23Z,7538,48
397285677,AdiBags_Bears_Mining,N6REJ/AdiBags_Bears_Mining,https://github.com/N6REJ/AdiBags_Bears_Mining,Sorts mining reagents into their own categories,2024-04-23T16:09:00Z,mainline,446529,BO67VpN3,,True,2026-04-05T23:28:23Z,8887,43
425566098,AdiBags_Bears_Tailoring,N6REJ/AdiBags_Bears_Tailoring,https://github.com/N6REJ/AdiBags_Bears_Tailoring,Sorts Tailoring reagents into their own categories,2024-04-23T16:08:54Z,mainline,446531,7x619p61,,True,2026-04-05T23:28:23Z,8236,49
560254764,AdiBags_Bears_Ultimate,N6REJ/AdiBags_Bears_Ultimate,https://github.com/N6REJ/AdiBags_Bears_Ultimate,AdiBags ultimate shadowlands reagent sorter,2024-04-23T16:08:56Z,mainline,818527,WqKQYEKx,,True,2026-04-05T23:28:23Z,6313,136
479331973,AdiBags_Queens_Conservatory,N6REJ/AdiBags_Queens_Conservatory,https://github.com/N6REJ/AdiBags_Queens_Conservatory,Sorts Seeds and catalyst for Night Fae Queens Conservatory,2024-04-23T16:08:43Z,mainline,606793,Mj6j7OKR,,True,2026-04-05T23:28:23Z,6245,22
387533401,AdiBags_Shadowlands_Bait,N6REJ/AdiBags_Shadowlands_Bait,https://github.com/N6REJ/AdiBags_Shadowlands_Bait,,2022-03-06T14:31:02Z,mainline,446513,,,True,2026-04-05T23:28:23Z,210,3
425340307,AdiBags_Shadowlands_Meat,N6REJ/AdiBags_Shadowlands_Meat,https://github.com/N6REJ/AdiBags_Shadowlands_Meat,"AdiBags Shadowlands Meat is a filter package for AdiBags addon that adds an automatic ""Meat"" category for the Shadowlands expansion.",2021-11-06T20:45:56Z,mainline,446524,,,True,2026-04-05T23:28:23Z,171,1
425582611,AdiBags_Shadowlands_Skinning,N6REJ/AdiBags_Shadowlands_Skinning,https://github.com/N6REJ/AdiBags_Shadowlands_Skinning,,2022-03-06T15:36:58Z,mainline,446530,,,True,2026-04-05T23:28:23Z,189,3
500307029,Bears_Audio_Switcher,N6REJ/Bears_Audio_Switcher,https://github.com/N6REJ/Bears_Audio_Switcher,Quick audio switcher for WOW,2026-02-12T14:16:19Z,mainline,631148,qv63lnKb,,True,2026-04-05T23:28:23Z,761,59
836108568,BetterBags_Bears_Ultimate,N6REJ/BetterBags_Bears_Ultimate,https://github.com/N6REJ/BetterBags_Bears_Ultimate,,2026-03-31T06:03:46Z,mainline,1080003,RNL9wp6o,,True,2026-04-05T23:28:23Z,798,135
941302451,LobsterTooltip,NentusGit/LobsterTooltip,https://github.com/NentusGit/LobsterTooltip,,2025-05-24T10:45:46Z,mainline,1203540,,,True,2026-04-05T23:28:23Z,40,2
141632498,DownInFront,NephMakes/DownInFront,https://github.com/NephMakes/DownInFront,Hides UI clutter in World of Warcraft,2025-10-18T13:36:14Z,"mainline,vanilla,mists",23033,,16630,True,2026-04-05T23:28:23Z,18,8
141811371,Engraved,NephMakes/Engraved,https://github.com/NephMakes/Engraved,Stylish class resource display for World of Warcraft,2025-10-18T12:01:38Z,"mainline,vanilla,mists",20602,,14570,True,2026-04-05T23:28:23Z,16,11
141587901,NeedToKnow,NephMakes/NeedToKnow,https://github.com/NephMakes/NeedToKnow,Timer bar addon for World of Warcraft,2025-10-11T16:13:27Z,"mainline,vanilla,mists",3741,,6675,True,2026-04-05T23:28:23Z,44,31
141818674,Nephilist-Nameplates,NephMakes/Nephilist-Nameplates,https://github.com/NephMakes/Nephilist-Nameplates,"Simple, effective nameplates for World of Warcraft",2025-10-11T13:45:59Z,"mainline,vanilla,mists",95895,,23716,True,2026-04-05T23:28:23Z,14,20
308754821,MapPinEnhanced,Nercus/MapPinEnhanced,https://github.com/Nercus/MapPinEnhanced,Map Pin Enhanced is a World of Warcraft addon to enhance the ingame waypoint system.,2026-01-25T18:05:06Z,mainline,441677,RqGZqqKd,,True,2026-04-05T23:28:23Z,16255,46
890007416,RCReadyCheck,Nercus/RCReadyCheck,https://github.com/Nercus/RCReadyCheck,,2026-03-21T12:01:09Z,mainline,,,,True,2026-04-05T23:28:23Z,2813,7
188556365,Bartender4,Nevcairiel/Bartender4,https://github.com/Nevcairiel/Bartender4,ActionBar AddOn for World of Warcraft,2026-03-24T18:47:10Z,"mainline,vanilla,tbc,mists",13501,v63oVn6b,11190,True,2026-04-05T23:28:23Z,442330,84
201758998,GatherMate2,Nevcairiel/GatherMate2,https://github.com/Nevcairiel/GatherMate2,"GatherMate2 is an addon to collect and track herbs, mines, fishing pools, gas clouds, archaelogy finds and treasures for World of Warcraft",2026-03-25T08:55:39Z,mainline,26120,,21293,True,2026-04-05T23:28:23Z,1155191,60
322628243,GatherMate2_Data,Nevcairiel/GatherMate2_Data,https://github.com/Nevcairiel/GatherMate2_Data,,2026-03-25T08:54:00Z,mainline,26737,,,True,2026-04-05T23:28:23Z,287146,7
211287257,HandyNotes,Nevcairiel/HandyNotes,https://github.com/Nevcairiel/HandyNotes,Handy Notes for your maps. ,2026-01-16T07:46:00Z,"mainline,vanilla,tbc,mists",14154,mNwQMlKo,15716,True,2026-04-05T23:28:23Z,611693,35
40768120,HereBeDragons,Nevcairiel/HereBeDragons,https://github.com/Nevcairiel/HereBeDragons,,2026-01-21T09:06:12Z,"mainline,vanilla,tbc,mists",94348,,,True,2026-04-05T23:28:23Z,22267,18
201620220,Inventorian,Nevcairiel/Inventorian,https://github.com/Nevcairiel/Inventorian,Inventorian is a simple bag addon for World of Warcraft that combines all individual bags into one huge inventory for easier management.,2026-01-18T09:41:22Z,"vanilla,tbc,mists",85646,,,True,2026-04-05T23:28:23Z,88356,48
188698959,Mapster,Nevcairiel/Mapster,https://github.com/Nevcairiel/Mapster,Mapster is a very simple world map enhacement addon for World of Warcraft,2026-03-08T08:05:58Z,mainline,14376,,8306,True,2026-04-05T23:28:23Z,94863,30
204654906,Quartz,Nevcairiel/Quartz,https://github.com/Nevcairiel/Quartz,Quartz is a modular approach to a casting bar addon for World of Warcraft,2026-01-18T09:23:03Z,"mainline,vanilla,tbc,mists",4558,,7158,True,2026-04-05T23:28:23Z,325311,38
191578463,Quester,Nevcairiel/Quester,https://github.com/Nevcairiel/Quester,"Quester is an addon for World of Warcraft, which aims to improve the questing experience with small enhancements",2025-10-05T21:45:58Z,mainline,84833,,,True,2026-04-05T23:28:23Z,21941,21
377508137,Routes,Nevcairiel/Routes,https://github.com/Nevcairiel/Routes,Routes WoW Addon,2026-01-20T08:45:32Z,"mainline,vanilla,tbc,mists",14599,,,True,2026-04-05T23:28:23Z,200617,12
1161271487,MetaAchievementLookup,Nickdrw/MetaAchievementLookup,https://github.com/Nickdrw/MetaAchievementLookup,"Show which meta-achievements any achievement belongs to, directly in WoW’s default Achievement UI.",2026-02-19T00:44:42Z,mainline,1465984,b6XevOKp,,True,2026-04-05T23:28:23Z,5,2
1141209258,QuietShuffle,Nickdrw/QuietShuffle,https://github.com/Nickdrw/QuietShuffle,Make SoloShuffle fun again,2026-02-07T13:52:12Z,mainline,1449682,ZKxZEqNk,,True,2026-04-05T23:28:23Z,2,3
196026742,wowhead-quick-link,NielsHeltner/wowhead-quick-link,https://github.com/NielsHeltner/wowhead-quick-link,World of Warcraft Addon that allows you to quickly look up anything on Wowhead without having to manually search for it.,2026-01-23T16:28:59Z,"mainline,vanilla,tbc,mists",326804,,,True,2026-04-05T23:28:23Z,40713,86
564054439,AccWideUILayoutSelection,NinerBull/AccWideUILayoutSelection,https://github.com/NinerBull/AccWideUILayoutSelection,WoW Addon - Synchronises various Character-Specific Interface Settings Account Wide.,2026-03-23T22:53:53Z,"titan,mainline,vanilla,tbc,wrath,mists",700820,n6VPMLGd,26459,True,2026-04-05T23:28:23Z,6354,96
835471221,BlockBlizzChatChannels,NinerBull/BlockBlizzChatChannels,https://github.com/NinerBull/BlockBlizzChatChannels,"WoW Addon - Block various default Chat Channels such as Trade or Services, account wide.",2026-01-14T20:56:49Z,"titan,mainline,vanilla,tbc,wrath,mists",1074598,kNMdwOGz,26788,True,2026-04-05T23:28:23Z,384,16
303422058,NPCRPGossip,NinerBull/NPCRPGossip,https://github.com/NinerBull/NPCRPGossip,WoW Addon - Allows hidden NPC dialog to be shown.,2026-01-21T23:26:48Z,"titan,mainline,vanilla,tbc,wrath,mists",84929,aNDmr96o,25707,True,2026-04-05T23:28:23Z,3691,39
303425183,tRP3_RDotIO,NinerBull/tRP3_RDotIO,https://github.com/NinerBull/tRP3_RDotIO,WoW Addon - Adds Raider.IO Information to Total RP 3's tooltips.,2026-01-21T23:26:24Z,"titan,mainline,vanilla,tbc,wrath,mists",316956,v63o5o6b,25708,True,2026-04-05T23:28:23Z,3784,44
594859393,tRP3_RPNameInQuests,NinerBull/tRP3_RPNameInQuests,https://github.com/NinerBull/tRP3_RPNameInQuests,WoW Addon  - Enhances questing immersion by putting your TRP3 Character Name (and optionally Race and Class) into Quest Text!,2026-04-02T22:32:05Z,"titan,mainline,vanilla,tbc,wrath,mists",822877,rNkP5z6a,26545,True,2026-04-05T23:28:23Z,5449,59
889920876,CurrencySearch,NintendoLink07/CurrencySearch,https://github.com/NintendoLink07/CurrencySearch,,2024-12-08T16:50:46Z,mainline,1142996,b6mbZYKP,,True,2026-04-05T23:28:23Z,64,2
695664132,MythicIOGrabber,NintendoLink07/MythicIOGrabber,https://github.com/NintendoLink07/MythicIOGrabber,,2026-03-29T17:39:02Z,mainline,916354,EGPXd3G1,,True,2026-04-05T23:28:23Z,721,229
699894495,RepSearch,NintendoLink07/RepSearch,https://github.com/NintendoLink07/RepSearch,,2024-10-24T21:00:52Z,mainline,1114373,O67j5YN3,,True,2026-04-05T23:28:23Z,78,7
371262014,ServerFriendsOnly,Nitrak/ServerFriendsOnly,https://github.com/Nitrak/ServerFriendsOnly,,2025-04-09T19:04:02Z,"vanilla,cata",338504,J96EjYKg,25179,True,2026-04-05T23:28:23Z,232,12
352781712,Vocal-Raid-Assistant,Nitrak/Vocal-Raid-Assistant,https://github.com/Nitrak/Vocal-Raid-Assistant,,2025-12-03T11:29:57Z,"mainline,vanilla,mists",83086,kRNLr8Ko,22983,True,2026-04-05T23:28:23Z,122784,123
680124042,LibAsync,Nnoggie/LibAsync,https://github.com/Nnoggie/LibAsync,WoW library for running code asynchronously,2023-08-18T17:35:41Z,mainline,904147,,,True,2026-04-05T23:28:23Z,135,1
868096049,MDT_Legacy,Nnoggie/MDT_Legacy,https://github.com/Nnoggie/MDT_Legacy,,2026-02-05T17:11:00Z,"mainline,mists",1115573,mKOv1k6x,,True,2026-04-05T23:28:23Z,7437,19
